customerID,Churn,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,Contas_Diarias
4583-PARNH,no,Month-to-month,Yes,Electronic check,91.55,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,3.0516666666666667
4584-LBNMK,no,One year,No,Credit card (automatic),24.7,Male,1,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8233333333333334
4585-HETAI,yes,Month-to-month,Yes,Electronic check,73.75,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,2.4583333333333335
4585-XOMAN,,Month-to-month,Yes,Credit card (automatic),85.2,Male,1,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,2.8400000000000003
4587-NUKOX,yes,Month-to-month,Yes,Electronic check,79.1,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,2.6366666666666663
4587-VVTOX,yes,Month-to-month,Yes,Electronic check,105.3,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.51
4588-YBNIB,yes,Month-to-month,Yes,Mailed check,19.6,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6533333333333334
4589-IUAJB,no,Two year,No,Bank transfer (automatic),24.25,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8083333333333333
4592-IWTJI,yes,Month-to-month,No,Credit card (automatic),29.7,Female,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,No,No,0.99
4597-ELFTS,yes,One year,No,Electronic check,24.9,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.83
4597-NUCQV,yes,Month-to-month,Yes,Electronic check,101.25,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.375
4598-XLKNJ,yes,Month-to-month,Yes,Electronic check,98.5,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.283333333333333
4598-ZADCK,no,One year,Yes,Electronic check,53.6,Female,0,No,No,53,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,1.7866666666666666
4603-FDONU,,Month-to-month,Yes,Electronic check,35.15,Female,0,Yes,Yes,32,No,No phone service,DSL,Yes,Yes,No,No,No,No,1.1716666666666666
4603-JANFB,yes,Month-to-month,Yes,Electronic check,69.85,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,2.328333333333333
4607-CHPCA,yes,One year,Yes,Electronic check,90.4,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3.0133333333333336
4608-LCIMN,no,Month-to-month,No,Bank transfer (automatic),44.65,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,1.4883333333333333
4609-KNNWG,no,Two year,No,Mailed check,19.9,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6633333333333333
4610-WUVVT,,Month-to-month,Yes,Electronic check,100.7,Male,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,3.356666666666667
4611-ANLQC,no,One year,No,Electronic check,50.05,Female,0,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,1.6683333333333332
4612-SSVHJ,no,Month-to-month,Yes,Electronic check,81.45,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.7150000000000003
4612-THJBS,yes,One year,Yes,Bank transfer (automatic),104.75,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.4916666666666667
4614-NUVZD,yes,Month-to-month,Yes,Electronic check,81.1,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.703333333333333
4615-PIVVU,no,Two year,No,Credit card (automatic),66.5,Female,0,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,2.216666666666667
4616-EWBNJ,no,One year,No,Bank transfer (automatic),20.1,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.67
4616-ULAOA,no,Two year,Yes,Credit card (automatic),110.8,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.6933333333333334
4619-EVPHY,no,One year,Yes,Bank transfer (automatic),91.0,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3.033333333333333
4622-YNKIJ,no,Two year,Yes,Electronic check,88.95,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,2.9650000000000003
4623-ZKHLY,no,Month-to-month,Yes,Bank transfer (automatic),20.45,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6816666666666666
4625-EWPTF,yes,Month-to-month,Yes,Electronic check,30.45,Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,1.015
4625-LAMOB,no,Two year,No,Credit card (automatic),20.4,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6799999999999999
4625-XMOYM,no,Two year,Yes,Bank transfer (automatic),26.25,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.875
4626-GYCZP,yes,Month-to-month,Yes,Electronic check,93.85,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.128333333333333
4626-JYHAY,,Month-to-month,Yes,Electronic check,94.1,Female,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,3.1366666666666663
4626-OZDTJ,no,One year,Yes,Credit card (automatic),78.65,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,2.621666666666667
4627-MIHJH,no,Two year,No,Credit card (automatic),110.25,Female,1,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3.675
4628-CTTLA,yes,Month-to-month,Yes,Electronic check,39.3,Male,0,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,1.3099999999999998
4628-WQCQQ,yes,One year,Yes,Electronic check,85.15,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,2.8383333333333334
4629-NRXKX,yes,Month-to-month,No,Electronic check,70.4,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,2.3466666666666667
4631-OACRM,yes,Month-to-month,Yes,Electronic check,79.4,Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.646666666666667
4632-PAOYU,no,One year,No,Mailed check,19.95,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6649999999999999
4632-XJMEX,no,One year,No,Credit card (automatic),62.85,Male,0,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,2.095
4633-MKHYU,no,Month-to-month,Yes,Mailed check,88.4,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2.9466666666666668
4634-JLRJT,no,Month-to-month,Yes,Mailed check,20.35,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6783333333333333
4635-EJYPD,no,Two year,No,Mailed check,18.95,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6316666666666666
4636-JGAAI,no,Month-to-month,No,Mailed check,88.85,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,2.9616666666666664
4636-OLWOE,no,One year,Yes,Electronic check,61.0,Male,0,No,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,2.033333333333333
4636-QRJKY,yes,Month-to-month,Yes,Electronic check,80.5,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,2.683333333333333
4636-TVXVG,no,One year,No,Bank transfer (automatic),19.95,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6649999999999999
4640-UHDOS,yes,Month-to-month,No,Electronic check,55.95,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,1.865
4641-FROLU,no,Two year,No,Mailed check,19.3,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6433333333333333
4644-OBGFZ,no,One year,No,Mailed check,19.5,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.65
4644-PIZRT,no,One year,Yes,Bank transfer (automatic),70.35,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,2.3449999999999998
4646-QZXTF,no,Month-to-month,No,Bank transfer (automatic),81.25,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,2.7083333333333335
4647-MUZON,no,Month-to-month,Yes,Credit card (automatic),95.95,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3.1983333333333333
4647-XXZAM,no,Month-to-month,No,Mailed check,45.5,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,1.5166666666666666
4648-YPBTM,no,Two year,Yes,Bank transfer (automatic),73.9,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,2.4633333333333334
4652-NNHNY,yes,Month-to-month,Yes,Bank transfer (automatic),73.85,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.4616666666666664
4652-ODEVH,no,Two year,No,Mailed check,24.45,Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.815
4654-DLAMQ,no,One year,No,Bank transfer (automatic),97.0,Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,3.2333333333333334
4654-GGUII,no,One year,Yes,Mailed check,40.2,Female,0,No,No,18,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,1.34
4654-ULTTN,no,Two year,Yes,Credit card (automatic),74.8,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,2.493333333333333
4656-CAURT,no,Two year,No,Bank transfer (automatic),23.95,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.7983333333333333
4657-FWVFY,no,Month-to-month,Yes,Credit card (automatic),96.35,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,3.2116666666666664
4658-HCOHW,yes,Month-to-month,Yes,Electronic check,102.8,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.4266666666666667
4659-NZRUF,yes,Month-to-month,Yes,Electronic check,95.15,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,3.171666666666667
4660-IRIBM,no,Month-to-month,Yes,Mailed check,87.9,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,2.93
4661-NJEUX,no,Month-to-month,Yes,Mailed check,20.05,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333
4662-EKDPQ,yes,Month-to-month,No,Bank transfer (automatic),62.05,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,2.0683333333333334
4664-NJCMS,no,Two year,No,Bank transfer (automatic),59.55,Female,0,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,1.9849999999999999
4667-OHGKG,yes,Month-to-month,Yes,Mailed check,19.3,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6433333333333333
4667-QONEA,no,One year,Yes,Credit card (automatic),74.85,Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,2.4949999999999997
4670-TABXH,no,Two year,Yes,Credit card (automatic),109.75,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.658333333333333
4671-LXRDQ,yes,Month-to-month,Yes,Mailed check,45.0,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,1.5
4671-VJLCL,no,Two year,Yes,Credit card (automatic),79.85,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,2.6616666666666666
4672-FOTSD,no,Month-to-month,Yes,Electronic check,67.25,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2.2416666666666667
4673-KKSLS,no,Month-to-month,No,Electronic check,87.6,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,2.92
4674-HGNUA,no,Two year,No,Credit card (automatic),89.9,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.996666666666667
4674-LRJIC,,Month-to-month,No,Electronic check,94.4,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3.146666666666667
4676-MQUEA,no,One year,Yes,Bank transfer (automatic),101.9,Male,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,3.396666666666667
4676-WLUHT,no,Two year,No,Bank transfer (automatic),46.2,Male,0,No,No,54,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,1.54
4678-DVQEO,yes,Month-to-month,Yes,Electronic check,52.2,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,1.74
4680-KUTAJ,no,Month-to-month,Yes,Electronic check,55.6,Female,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,1.8533333333333333
4682-BLBUC,no,One year,Yes,Electronic check,70.95,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,2.365
4683-WYDOU,no,Two year,Yes,Bank transfer (automatic),107.6,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.5866666666666664
4685-ERGHK,no,One year,Yes,Electronic check,86.9,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.896666666666667
4685-TFLLS,no,One year,No,Bank transfer (automatic),19.8,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.66
4686-GEFRM,no,Two year,Yes,Bank transfer (automatic),98.7,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,3.29
4686-UXDML,no,Month-to-month,Yes,Credit card (automatic),99.85,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.328333333333333
4690-LLKUA,yes,Month-to-month,Yes,Electronic check,45.05,Male,1,No,No,17,Yes,No,DSL,No,No,No,No,No,No,1.5016666666666665
4690-PKDQG,no,Month-to-month,Yes,Electronic check,95.55,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,3.185
4691-NEWPF,,Month-to-month,Yes,Bank transfer (automatic),45.9,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,1.53
4692-NNQRU,no,One year,No,Electronic check,79.2,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,2.64
4693-VWVBO,no,Month-to-month,No,Electronic check,19.55,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6516666666666667
4694-PHWFW,no,Month-to-month,No,Mailed check,19.95,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6649999999999999
4695-VADHF,yes,Month-to-month,No,Electronic check,57.45,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,1.915
4695-WJZUE,yes,Month-to-month,Yes,Electronic check,88.55,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,2.9516666666666667
4697-LUPSU,no,One year,No,Mailed check,20.2,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6733333333333333
4698-KVLLG,no,Two year,No,Credit card (automatic),19.6,Female,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6533333333333334
4700-UBQMV,no,One year,Yes,Bank transfer (automatic),75.9,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,2.5300000000000002
4701-AHWMW,yes,Month-to-month,Yes,Bank transfer (automatic),54.55,Male,0,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,1.8183333333333331
4701-LKOZD,no,Two year,No,Credit card (automatic),89.75,Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.9916666666666667
4701-MLJPN,yes,Month-to-month,Yes,Electronic check,55.25,Male,0,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,1.8416666666666666
4702-HDRKD,no,One year,Yes,Bank transfer (automatic),49.35,Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,1.645
4702-IOQDC,yes,Month-to-month,Yes,Electronic check,70.1,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,2.3366666666666664
4703-MQYKT,no,Two year,No,Mailed check,19.6,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6533333333333334
4704-ERYFC,yes,Month-to-month,Yes,Electronic check,69.25,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,2.308333333333333
4706-AXVKM,yes,Month-to-month,Yes,Credit card (automatic),84.8,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.8266666666666667
4706-DGAHW,no,Month-to-month,No,Electronic check,45.2,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,1.5066666666666668
4707-MAXGU,no,Two year,No,Credit card (automatic),25.85,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8616666666666667
4707-YNOQA,no,One year,Yes,Credit card (automatic),25.6,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8533333333333334
4709-LKHYG,no,One year,No,Electronic check,20.0,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6666666666666666
4710-FDUIZ,yes,One year,No,Credit card (automatic),100.3,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.3433333333333333
4710-NKCAW,no,Month-to-month,No,Credit card (automatic),64.4,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2.146666666666667
4712-AUQZO,no,Month-to-month,No,Mailed check,33.6,Male,0,No,No,18,No,No phone service,DSL,Yes,No,Yes,No,No,No,1.12
4712-UYOOI,no,Month-to-month,No,Electronic check,20.0,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6666666666666666
4713-LZDRV,yes,Month-to-month,Yes,Electronic check,79.6,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.6533333333333333
4713-ZBURT,no,Two year,No,Bank transfer (automatic),99.7,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.3233333333333333
4716-HHKQH,no,Month-to-month,No,Electronic check,107.05,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,3.5683333333333334
4716-MRVEN,no,One year,No,Mailed check,20.0,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6666666666666666
4717-GHADL,no,Two year,Yes,Mailed check,79.6,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,2.6533333333333333
4718-DHSMV,no,Month-to-month,Yes,Mailed check,35.8,Female,0,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,1.1933333333333331
4718-WXBGI,no,Two year,Yes,Credit card (automatic),91.95,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.065
4719-UMSIY,no,Month-to-month,No,Mailed check,19.65,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6549999999999999
4720-VSTSI,yes,Month-to-month,Yes,Bank transfer (automatic),84.8,Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,2.8266666666666667
4723-BEGSG,no,Two year,No,Credit card (automatic),86.65,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2.8883333333333336
4724-WXVWF,no,Month-to-month,Yes,Electronic check,95.4,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,3.18
4726-DLWQN,no,Month-to-month,Yes,Bank transfer (automatic),70.35,Male,1,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,2.3449999999999998
4727-MCYZG,no,Month-to-month,No,Mailed check,55.55,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,1.8516666666666666
4729-XKASR,yes,Month-to-month,No,Electronic check,24.75,Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,0.825
4730-AWNAU,no,One year,No,Credit card (automatic),60.7,Male,0,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,2.0233333333333334
4732-RRJZC,no,Month-to-month,No,Mailed check,20.25,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.675
4735-ASGMA,yes,Month-to-month,Yes,Electronic check,98.35,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.2783333333333333
4735-BJKOU,no,Two year,No,Mailed check,20.15,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6716666666666666
4737-AQCPU,no,Two year,No,Credit card (automatic),72.1,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2.4033333333333333
4737-HOBAX,no,Two year,No,Credit card (automatic),79.8,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,2.6599999999999997
4741-WWJQZ,no,Month-to-month,Yes,Electronic check,80.15,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,2.671666666666667
4742-DRORA,no,One year,Yes,Bank transfer (automatic),95.4,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,3.18
4742-TXUEX,no,Two year,No,Bank transfer (automatic),19.3,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6433333333333333
4745-LSPLO,yes,Month-to-month,No,Mailed check,20.5,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6833333333333333
4747-LCAQL,no,Month-to-month,Yes,Mailed check,79.0,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,2.6333333333333333
4749-OJKQU,no,Month-to-month,Yes,Electronic check,75.65,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.521666666666667
4749-VFKVB,yes,Month-to-month,Yes,Mailed check,50.1,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,1.6700000000000002
4750-UKWJK,no,One year,No,Mailed check,19.6,Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6533333333333334
4750-ZRXIU,yes,Month-to-month,Yes,Electronic check,84.6,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.82
4751-ERMAN,no,Two year,Yes,Bank transfer (automatic),75.4,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,2.5133333333333336
4753-PADAS,no,One year,Yes,Bank transfer (automatic),105.7,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.5233333333333334
4759-PXTAN,no,One year,Yes,Electronic check,80.1,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,2.67
4759-TRPLW,yes,Month-to-month,No,Electronic check,70.4,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,2.3466666666666667
4760-THGOT,no,Month-to-month,Yes,Electronic check,94.1,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,3.1366666666666663
4760-XOHVN,yes,Month-to-month,No,Mailed check,19.45,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6483333333333333
4762-XTUEC,,One year,Yes,Credit card (automatic),109.7,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.6566666666666667
4763-PGDPO,yes,Month-to-month,No,Electronic check,70.4,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,2.3466666666666667
4765-OXPPD,yes,Month-to-month,No,Mailed check,65.0,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,2.1666666666666665
4767-HZZHQ,no,Month-to-month,No,Bank transfer (automatic),82.05,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,2.735
4770-QAZXN,no,Month-to-month,No,Credit card (automatic),19.45,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6483333333333333
4770-UEZOX,no,Month-to-month,Yes,Electronic check,74.75,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,2.4916666666666667
4774-HHGGS,no,Two year,No,Mailed check,19.05,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.635
4776-XSKYQ,no,One year,No,Credit card (automatic),30.25,Female,0,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,1.0083333333333333
4778-IZARL,no,Two year,Yes,Credit card (automatic),110.1,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.67
4779-ZGICK,no,Two year,No,Mailed check,23.55,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.785
4781-ZXYGU,no,Month-to-month,Yes,Bank transfer (automatic),20.15,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6716666666666666
4782-OSFXZ,no,Two year,Yes,Bank transfer (automatic),82.7,Female,1,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2.756666666666667
4785-FCIFB,no,Two year,No,Mailed check,24.4,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8133333333333332
